segment_ID,road_importance,nbr_carcasses,long_midpoint,lat_midpoint,length,distance_water_km,distance_amenity_km
4_1,minor_road,0,34.791796084504355,-2.7561682083138828,2499.762116743401,2.7582368877317753,1.46972821805372
4_2,minor_road,0,34.80605969078107,-2.7401250339982495,2500.3172823923346,2.364080784812662,3.1728586970430404
4_3,minor_road,0,34.80181948960422,-2.724483399034325,2499.914811340263,2.2994299866390104,3.74812056262847
4_4,minor_road,0,34.78602965045758,-2.710956250064313,2408.9471173147326,2.731755426289286,3.9139231124909
5_1,minor_road,0,34.76454240283233,-2.7757377565022967,2500.1948884044805,1.8291165412612445,1.20192345284509
5_2,minor_road,0,34.749686141246976,-2.779398091155685,2500.38715847711,0.24380226539301256,1.80975168765783
5_3,minor_road,0,34.745694141543666,-2.7596346449275098,2501.2930296319637,0.31392110580224875,1.5452610277947698
5_4,minor_road,0,34.746583459428486,-2.738765862075137,2500.9291814406483,0.14606984005260684,2.6108636512224104
5_5,minor_road,0,34.75493423327097,-2.719804351913011,2500.5895587492087,0.11265398708221416,3.43352205889803
5_6,minor_road,0,34.7659488292695,-2.7014440668434565,2500.692176910681,0.30902648002216015,4.83707001160162
5_7,minor_road,0,34.77706198316937,-2.682984917037074,2401.834237622737,0.44205564908197126,5.0161943715498
6_1,minor_road,0,34.78754675807539,-2.6495675986971343,2501.1965787613135,0.5428744890441477,5.72582712292798
6_2,minor_road,0,34.78202675792698,-2.6706600829831406,2501.372573597048,0.5418185582425692,5.29444781749831
6_3,minor_road,0,34.781188957516605,-2.6929996640291103,2501.3402690578787,1.2517469363033895,5.73967911575232
6_4,minor_road,1,34.77667928436277,-2.7144268603211845,2501.3408879971344,2.048326992412073,3.3134491887394604
6_5,minor_road,0,34.77773462824243,-2.7368644216237783,2501.262772640717,1.3752676355313112,0.892424502861032
6_6,minor_road,0,34.780548757842375,-2.75412960604806,2500.380691600492,1.4991793282459815,0.36861341697190303
6_7,minor_road,0,34.76748416971379,-2.767208587829272,2368.603956027232,1.993329167022417,0.896107633229544
7_1,minor_road,0,34.73251814208213,-2.344888639562055,2500.950187161344,0.02020243449865843,2.95890033431179
7_2,minor_road,0,34.72329690547966,-2.36468681575828,2501.340733934507,0.7525285417674991,3.04035959109724
7_3,minor_road,0,34.71508481382535,-2.3803097046549624,2499.986834934155,0.5425023222089298,1.39996001256111
8_1,minor_road,2,34.86985607958267,-2.452123944548499,2500.3580952402476,0.5077575529094637,1.11041052171924
8_2,minor_road,0,34.888291968294915,-2.463529065442271,2500.1224232777863,0.8245247602097137,3.18068201190192
8_3,minor_road,0,34.88739167930054,-2.480920142753303,2500.07509226337,0.07369496722719567,4.05903623145668
9_1,minor_road,0,34.87293080583161,-2.4671332251692433,2500.41825928914,1.389301408381703,1.83633031531738
9_2,minor_road,1,34.85682308826902,-2.4817976945680877,2499.825180369582,0.22140968252136933,2.89628070265972
9_3,minor_road,1,34.836482700823026,-2.4876657481141295,2499.3092195854647,0.0780250241629029,3.79227992510186
9_4,minor_road,0,34.81537699611757,-2.483233220867144,2500.07299980852,0.10058629922801096,2.91890120686907
9_5,minor_road,0,34.80628613517933,-2.4637061340507223,2501.039728643368,0.1138767056841873,1.73166799935842
10_1,minor_road,0,34.78924227607467,-2.4270004997825048,2499.3921077946006,1.18546458318878,2.63141592892433
10_2,minor_road,0,34.76776623871378,-2.4208621147071923,2499.536626851918,1.9085889198185175,4.0521246158069
10_3,minor_road,0,34.7470798572664,-2.4138851794592653,2500.0087696379373,0.20466433757607055,4.26381565195274
10_4,minor_road,0,34.73160172160777,-2.398863954845297,2500.4596266853123,0.14678474260165442,3.33486561171816
12_1,minor_road,0,35.10006828312829,-2.7515079209686104,2499.388738038878,6.395352245602286,6.9390862051287
12_2,minor_road,0,35.0826802265406,-2.741357461547901,2106.9828120107636,8.438794633902786,8.94572236236675
14_1,minor_road,0,34.922414068715845,-2.5404125334362235,2500.494104159327,1.3380160093819993,10.6437213715507
15_1,minor_road,0,35.087947952705306,-2.7599989568764234,2500.702908704994,7.76794642768526,6.97507296353565
15_2,minor_road,0,35.076915809802976,-2.740555094531955,2500.496370330746,9.085725618024698,9.411887501459631
18_1,minor_road,0,34.960971515278416,-2.6785316152019263,2499.9999066181554,3.2338373248179155,12.2744149032195
18_2,minor_road,0,34.954190980368374,-2.69765377559602,2500.5951826536784,1.5427243334891725,10.3473626906956
19_1,minor_road,0,34.98068428916554,-2.678128729621687,2498.9301925717996,5.050861583740775,12.169136602308098
19_2,minor_road,0,35.00195063974979,-2.6844632712015377,2499.1490313951444,7.036899093029785,11.7579841599346
19_3,minor_road,0,35.02113869107283,-2.6957787596146754,2499.245475585116,8.985251848696464,11.2568529056398
19_4,minor_road,0,35.041509257392214,-2.6999203349905763,2499.43721984407,10.025960542255705,12.0087538696204
20_1,minor_road,0,35.061521639200734,-2.7165212832813483,2501.309152604439,11.45629105404186,12.1586626403025
20_2,minor_road,0,35.05656174501599,-2.737649319854091,2501.1739246834213,11.37151173023077,10.3090808037176
20_3,minor_road,0,35.04873889262837,-2.7583434679766015,2500.9715757409235,12.107737646267168,8.46192229514814
20_4,minor_road,0,35.04193690768042,-2.7796048530500985,2501.070832587165,13.169535556753818,7.07217867652668
20_5,minor_road,0,35.02992545376127,-2.7980327581098043,2500.5423874482235,14.288170891920496,4.63200846502928
21_1,minor_road,0,34.77542648646885,-2.6499442440924907,2500.2144412880134,0.40034690546538526,4.981387859207279
23_1,minor_road,0,34.79485328078715,-2.5101923056436357,2500.3307218126643,0.11335016264647792,2.29019470045196
23_2,minor_road,0,34.78248955286707,-2.5266191471868154,2501.1004034265184,0.1162201416228785,0.9127227429640772
23_3,minor_road,0,34.78562143321418,-2.5456948511691704,2500.7469203513574,1.3646040725482385,1.45684361110147
23_4,minor_road,0,34.79943172608577,-2.561765549021429,2500.5803926321787,1.4967589974022282,3.79459884702209
23_5,minor_road,0,34.79150257476617,-2.582394448953302,2501.1191256679413,3.43382185823619,2.96248445798545
23_6,minor_road,0,34.78655137646649,-2.604214024918696,2501.1265112450287,2.9818470168823352,2.25084357571634
23_7,minor_road,0,34.77680808130547,-2.6227715878857154,2500.6666193164815,0.9640277729875356,2.62411616903663
25_1,minor_road,0,34.89989618705733,-2.670236705671209,2499.315926274465,1.0988622678217028,10.1491009907566
26_1,minor_road,0,34.82052575789792,-2.54717543727672,2499.4337600358845,0.4433280072074025,4.80045115258248
26_2,minor_road,0,34.830132633424476,-2.531196024465523,2501.232673092963,0.12204165521536972,5.65626137942957
27_1,minor_road,0,34.78088297986471,-2.6259845154073695,2500.473785252074,0.564726031035983,3.1974968233254697
27_2,minor_road,0,34.79889490368527,-2.624734867273313,2499.4909732767596,0.34488088287631186,4.59589991538893
27_3,minor_road,0,34.81730756318518,-2.617848374223051,2500.4087891378076,0.07936245303221767,5.9832007558586104
27_4,minor_road,0,34.81398950653758,-2.5982308661897235,2500.9751310772613,2.292948954743566,5.2006277643591705
27_5,minor_road,0,34.80531345547284,-2.5783830836635,2344.577797773137,2.0864401969772115,4.55524116535231
28_1,minor_road,0,34.81985007408802,-2.5069522540176417,2500.884002928611,0.08619787110311584,4.98723127878423
29_1,minor_road,0,34.858553760962806,-2.461722514694472,2290.218755522744,1.8567121467534455,0.672653958148904
33_1,minor_road,0,34.90100204165319,-2.4657533096316997,2499.591573054357,1.060543777668968,4.61169913490389
34_1,minor_road,0,34.92836700134094,-2.5024683191200463,2500.3070247807696,1.0954469394083486,6.42095895988137
34_2,minor_road,0,34.947521985111884,-2.512489671347763,2500.073131774735,0.9219934354146913,7.12181984596608
39_1,minor_road,0,34.912364276743226,-2.549411697387525,2500.1649392978456,0.09474008530752132,11.8745680590041
40_1,minor_road,0,34.820138991269765,-2.4998329971344644,2501.101490071548,0.15622740404968555,4.70915573382178
40_2,minor_road,0,34.82873798528799,-2.5200019736387462,2501.0868439665114,0.11547020820186732,5.71419861155469
40_3,minor_road,0,34.83245123455486,-2.541450752532804,2500.8213964358515,0.21836358202672956,5.959133643158459
40_4,minor_road,0,34.845703480212016,-2.5571405456121448,2499.8023496975356,0.11931946390950549,7.80744016116559
41_1,minor_road,2,34.8202300856111,-2.429485262668871,2500.3328233055413,1.4768935862006474,0.511493517724709
41_2,minor_road,1,34.84081609017262,-2.428903455163509,2499.5777847455765,2.728368564113941,1.28764532986153
41_3,minor_road,0,34.86013389552061,-2.4200903969113883,2499.8751140106765,0.3756644981978487,0.145277816881376
42_1,minor_road,0,34.62188188758018,-2.2533632626133207,2499.6975467315388,0.7919923870287195,6.6824596864974
43_1,minor_road,0,34.566111024450706,-2.2820183861783208,2151.4824224396966,0.04257694693175738,0.289807861368136
44_1,minor_road,0,34.62386212531436,-2.417313870360404,2500.533742310227,0.49966717354560936,0.703314587467527
44_2,minor_road,0,34.61479127575296,-2.4003733395994273,2500.2837248821547,0.7200211380301703,0.740600675064177
47_1,minor_road,0,34.801326877465584,-2.439867999169496,2500.848348149628,0.1068702026962144,0.919180715436093
47_2,minor_road,0,34.80747373915549,-2.422181405715541,2500.480462122102,0.06848421020075596,1.40969074761921
47_3,minor_road,0,34.81716373069061,-2.403462949608596,2501.0207226546413,0.1045820483520778,1.67533759499838
48_1,minor_road,0,34.76144556241375,-2.36328740232513,2500.352692176541,0.40863518637801527,0.890803256197345
48_2,minor_road,0,34.75925091906493,-2.3785781088247715,2501.1821897604045,0.10467426874200064,2.4150162877409196
48_3,minor_road,0,34.76567818432794,-2.399585427747173,2501.3134810397464,1.772607369585758,4.04158754257132
49_1,minor_road,0,34.80350635330218,-2.3512748726432497,2500.5096059736493,1.4010978309751785,1.47628402614685
50_1,minor_road,0,34.76980537887986,-2.4813651509609973,2500.6449185657766,3.9627220656257944,1.21800953860775
50_2,minor_road,0,34.763236476779056,-2.461611147183696,2500.9766771291343,3.8201065218488903,1.80389144014663
50_3,minor_road,0,34.76093832670805,-2.440999087087697,2501.0452285092592,1.6575919885816108,1.89767277395172
51_1,minor_road,0,34.813533505472336,-2.3730012693978417,2500.4822227016907,0.2374187408888483,1.13177650808554
51_2,minor_road,0,34.80030664349104,-2.362946766383907,2500.3393948402604,0.24149626792636125,0.751451047813641
51_3,minor_road,0,34.78496062918084,-2.3538618256938166,2500.813520896338,0.2359986837480651,2.70179918071271
51_4,minor_road,0,34.78496798415823,-2.3336804802137374,2500.6630263147354,0.1374134005311516,1.1212209220048202
51_5,minor_road,0,34.79043511550509,-2.320357386028594,2500.8082143258284,0.19200779965039752,1.66991071329059
53_1,minor_road,0,35.05385660200005,-2.3149096022520403,2500.005460963295,0.4418594869238211,13.0432642608148
53_2,minor_road,0,35.03307300607181,-2.311129903834507,2499.8990277099924,1.4352389906644176,11.8710009652792
53_3,minor_road,0,35.014986246332775,-2.301453628634222,2500.0102541548563,0.04802403492811584,9.85772597120928
53_4,minor_road,0,34.996919263774366,-2.292574119473659,2500.091222365342,1.189506047969288,8.07098054440405
53_5,minor_road,0,34.97605411192193,-2.2917360951363706,2499.935401085129,1.0179764300658405,7.26096839525392
53_6,minor_road,0,34.957834499900976,-2.3025727392912883,2499.837750392615,0.04950368611572534,5.23124224801926
53_7,minor_road,0,34.93705155643133,-2.300915592790139,2500.013639244659,0.1044221009038171,2.9133473757946597
54_1,minor_road,0,34.971657179732254,-2.155811629435433,2499.977043389022,0.17974025440682304,7.43630335170533
55_1,minor_road,0,34.77760941698776,-2.5029043670154785,2500.400390312553,1.762523925259406,0.33084247428082897
55_2,minor_road,0,34.76177920226362,-2.5176814571943176,2500.7464991428337,1.2435901074437348,2.08622968896548
56_1,minor_road,0,34.77017214979479,-2.5406577082700057,2499.265392334711,1.5953686004175167,1.17011957846076
56_2,minor_road,0,34.748392547296284,-2.544506650311015,2499.17662646878,3.076702930357252,2.3501658597747
57_1,minor_road,0,35.20969824256874,-2.004731395839727,2500.6084524865264,0.5537485530272275,0.901520351991455
59_1,minor_road,0,35.1486013838213,-2.0197809856779463,2500.3682544063827,0.6694501177613038,1.5130124717835098
64_1,minor_road,0,34.82321026647292,-2.350374196602915,2221.9762006995943,1.5864675304297704,0.725991855986732
65_1,minor_road,1,34.84699333347253,-2.344342723160999,2419.934857031167,1.6431443587874366,0.183508572428147
66_1,minor_road,0,34.96213164209335,-2.2081884376941012,2499.76093019322,0.5964650480592257,1.82099422284314
66_2,minor_road,0,34.94193378873983,-2.2121160381014504,2500.0380397403737,0.2980457857545307,3.11639959536297
66_3,minor_road,0,34.925454267156276,-2.2189798413221697,2178.5444853813624,0.3722401390375157,1.69526737198563
67_1,minor_road,0,34.97135885403732,-2.2264206381892886,2307.269551631001,0.1435388611668605,0.223526003175811
68_1,minor_road,0,34.951486316209476,-2.237899558602701,2500.899957807676,0.5634431588048102,2.30034162748271
68_2,minor_road,0,34.95726145814662,-2.218448535873757,2500.924589988946,0.2249939708969053,1.27386377391127
68_3,minor_road,0,34.969683730502176,-2.200236580721299,2500.9765378688035,1.1147545828166774,2.61880449691304
68_4,minor_road,0,34.979874621543225,-2.180314578318447,2501.144308098152,0.7818501548217086,5.01857233199725
70_1,minor_road,0,34.843379121828384,-2.197955814400612,2499.7818320047136,0.45447300070973634,8.0443564541616
70_2,minor_road,0,34.863582255550185,-2.2044182370619416,2500.072513620744,0.4559272091098281,6.58076276114753
70_3,minor_road,0,34.881180955052855,-2.215191695136467,2358.572666966883,0.2089514167750694,4.2872840789434505
72_1,minor_road,0,34.802957958117695,-2.565503527939301,2500.7058010130745,1.376899528739747,4.3623763195645795
72_2,minor_road,0,34.80682265960029,-2.5462251903964286,2500.6794362131222,0.42443011870166614,3.33457007525894
72_3,minor_road,0,34.80413616089423,-2.527831377311514,2501.1050956878394,0.08567802460765139,2.84501210821431
73_1,minor_road,0,34.88855400792241,-2.492171054342505,2500.7644526627687,1.1106467109680929,5.0753193888882295
74_1,minor_road,0,34.812611638564654,-2.5376524508791816,2501.4013539844295,1.0838761952852154,3.71777008095677
74_2,minor_road,2,34.81402901470302,-2.5152426025013965,2501.45966626811,1.0992598227453696,4.39521959064147
75_1,minor_road,0,34.8931461845164,-2.4875560084921085,2499.6431788314726,0.9103075778600708,5.03190717749572
75_2,minor_road,0,34.912419718321154,-2.489245223698736,2122.7441056264815,0.9605100349105578,6.068367910203491
77_1,minor_road,0,34.777836866675436,-2.601581566750167,2098.3732418897057,3.295431367063399,1.23846754825604
78_1,minor_road,0,34.748225932872856,-2.6368953952871905,2501.157449243033,0.6260577265527186,2.22323364451483
78_2,minor_road,0,34.74626183867821,-2.6586574537607244,2501.1946035678757,2.654450030927877,1.67951806373697
78_3,minor_road,0,34.73472264092466,-2.6763729978375044,2499.899798602555,1.404367994804084,0.921152673587829
78_4,minor_road,0,34.71955260322996,-2.6877523066005233,2162.050309116582,0.38022352522873726,1.13490053853162
79_1,minor_road,0,34.79807875853221,-2.4363847833953223,2326.8129325820723,0.1855307741887444,1.35213727075121
81_1,minor_road,1,34.78954676507472,-2.4562113089378532,2500.878513663897,1.192725257786357,2.09795206820359
81_2,minor_road,0,34.784654273420465,-2.4770705259340557,2500.917458300398,2.4064127050797612,2.90760507571703
81_3,minor_road,0,34.78373845843255,-2.494549539572738,2500.2154662780076,2.0702029749153956,1.46481009088981
81_4,minor_road,1,34.80094048840033,-2.503419145713672,2499.9484435296445,0.12523772220535484,2.8788671761524003
82_1,minor_road,1,34.80625701098745,-2.497200824017904,2500.2386455682367,0.09095881619345532,3.5607474390639497
84_1,minor_road,0,35.0851837646675,-2.7411660848270274,2499.0865332537155,8.168010462286103,8.799479379921861
85_1,minor_road,1,34.84921824913491,-2.4396153905285902,2499.4160201794452,2.220801916113368,0.0991074937341908
87_1,minor_road,0,34.94100159398219,-2.4524336539267155,2059.7802421602155,1.3789866274640403,0.955535252610925
93_1,minor_road,0,34.868053038632915,-2.5132158544230156,2500.3252591269243,0.1894424346348953,6.41425536582544
94_1,minor_road,0,34.765904458779985,-2.322406433788312,2500.2329464397226,1.747922260909324,0.5336751729723099
96_1,minor_road,0,34.93767568392065,-2.255120178473088,2500.8446209522585,0.39716246286179585,2.78311621616014
96_2,minor_road,0,34.92745402960531,-2.2372284254874204,2500.7522085552473,0.3916404592012306,0.605633206812636
96_3,minor_road,0,34.915696027948115,-2.2230906517677496,2500.256575805973,0.30384281397052754,1.11420186958477
96_4,minor_road,0,34.895284439721216,-2.2158282909052933,2500.114766164086,0.06327848899879,2.94812395981092
96_5,minor_road,0,34.87867671223236,-2.228144695771219,2500.4774054869818,0.6174579783710198,3.93301064185832
96_6,minor_road,0,34.86694159088253,-2.244785263582522,2500.576993899533,0.38061556550687253,5.09537557076672
96_7,minor_road,0,34.848428700641804,-2.254542295680298,2500.173497361251,0.588130870203858,7.01602801256344
101_1,minor_road,0,35.02538964574763,-2.8610193231854053,2501.159278108981,10.29611998289178,3.96385431202424
101_2,minor_road,0,35.01837263606264,-2.8823661508842244,2501.192819833833,9.05293915282843,3.93210676917431
101_3,minor_road,0,35.01160635456703,-2.903783243998903,2501.156766730279,8.134088151521777,1.4513516602315002
101_4,minor_road,0,35.006988726806995,-2.925638442599681,2501.4440799816775,6.820830586723898,1.05494417111797
101_5,minor_road,0,35.004743542663554,-2.947991655220236,2501.4328602468636,4.328359359945664,2.8600155870248
101_6,minor_road,0,35.004655998458304,-2.9688257714902453,2201.0968859488753,2.104951774879768,1.3407087825583202
102_1,minor_road,0,34.75377430787255,-2.795316846126967,2500.733101420013,0.03420676656147769,3.29279695226773
102_2,minor_road,0,34.74297692995953,-2.8140462206796237,2500.950732390516,0.27774127041093694,2.71331393769164
102_3,minor_road,0,34.732707704304765,-2.8339419072867393,2500.420390374881,0.12677927459013144,1.46287740120334
102_4,minor_road,0,34.722832527629485,-2.8526256016961464,2500.91756413527,1.984396968449934,2.37198525438519
102_5,minor_road,0,34.71495779100413,-2.872148767012113,2500.452519535401,4.322939686629068,4.40238771869415
102_6,minor_road,0,34.699888940139125,-2.8849793167220574,2500.211768025407,6.325896188753351,5.181879673517971
102_7,minor_road,0,34.69120854135033,-2.9042932531720154,2500.724302954317,8.674972368495515,2.83332579493332
102_8,minor_road,0,34.681999464015504,-2.9240778815112844,2500.0702431745553,11.071598572923213,0.480917612417638
102_9,minor_road,0,34.69507079722842,-2.933148271373537,2498.9009587432556,11.463325071184563,1.99100792323111
102_10,minor_road,0,34.711117485119004,-2.9479227610470864,2500.489922336646,12.648511933182233,4.34282417883803
102_11,minor_road,0,34.72341005189385,-2.9643179761144536,2499.4378477685095,13.512205632250758,6.52892090692055
102_12,minor_road,0,34.74047117769454,-2.9780406950099865,2500.1854361591713,11.161742782009842,5.74481196233002
102_13,minor_road,0,34.75014204972488,-2.9979115183666067,2501.032685814522,9.172734680685746,4.73401330857177
